id,title_en,category,relevance,purpose,theme,monthly,n_rows,n_time,t_start,t_end,median,magnitude_order,top_entities
3268,Rail freight turnover (quarterly),transport,STRONG,TRANSPORT ENERGY / FREIGHT,national_single,0,1,9,2024-Q1,2026-Q1,13.1,1,Republic of Uzbekistan
3270,Pipeline freight turnover (quarterly),transport,STRONG,TRANSPORT ENERGY / FREIGHT,national_single,0,1,9,2024-Q1,2026-Q1,14.3,1,Republic of Uzbekistan
3273,Rail passengers (quarterly),transport,STRONG,TRANSPORT ENERGY / FREIGHT,national_single,0,1,9,2024-Q1,2026-Q1,5.3,1,Republic of Uzbekistan
3274,Trolleybus passengers (quarterly),transport,STRONG,TRANSPORT ENERGY / FREIGHT,national_single,0,1,9,2024-Q1,2026-Q1,0.3,-1,Republic of Uzbekistan
3275,Tram passengers (quarterly),transport,STRONG,TRANSPORT ENERGY / FREIGHT,national_single,0,1,9,2024-Q1,2026-Q1,1.8,0,Republic of Uzbekistan
3276,Metro passengers (quarterly),transport,STRONG,TRANSPORT ENERGY / FREIGHT,national_single,0,1,8,2024-Q1,2025-Q4,167.75,2,Republic of Uzbekistan
3279,Rail passenger turnover (quarterly),transport,STRONG,TRANSPORT ENERGY / FREIGHT,national_single,0,1,9,2024-Q1,2026-Q1,2.1,0,Republic of Uzbekistan
3281,Trolleybus passenger turnover (quarterly),transport,STRONG,TRANSPORT ENERGY / FREIGHT,national_single,0,1,9,2024-Q1,2026-Q1,8.8,1,Republic of Uzbekistan
3282,Tram passenger turnover (quarterly),transport,STRONG,TRANSPORT ENERGY / FREIGHT,national_single,0,1,9,2024-Q1,2026-Q1,6.2,1,Republic of Uzbekistan
3283,Metro passenger turnover (quarterly),transport,STRONG,TRANSPORT ENERGY / FREIGHT,national_single,0,1,9,2024-Q1,2026-Q1,1060.1,3,Republic of Uzbekistan
275,"Grain crops total, all farm types",agriculture,POSSIBLE,agriculture,national_with_regions,0,15,15,2010,2024,614.0,3,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
294,Rice production,agriculture,POSSIBLE,agriculture,national_with_regions,0,15,15,2010,2024,9.6,2,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
323,Potato production,agriculture,POSSIBLE,agriculture,national_with_regions,0,15,15,2010,2024,181.8,3,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
324,Vegetables total,agriculture,POSSIBLE,agriculture,national_with_regions,0,15,15,2010,2024,615.0,4,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
341,Fruits and berries total,agriculture,POSSIBLE,agriculture,national_with_regions,0,15,15,2010,2024,147.2,3,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
360,Per-capita milk production (kg),agriculture,POSSIBLE,agriculture,national_single,0,1,16,2010,2025,76.25,1,Republic of Uzbekistan
365,Per-capita egg production (units),agriculture,POSSIBLE,agriculture,national_single,0,1,16,2010,2025,2.2,0,Republic of Uzbekistan
412,Grape production,agriculture,POSSIBLE,agriculture,national_with_regions,0,15,15,2010,2024,83.7,3,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
413,Livestock for slaughter (live weight),agriculture,POSSIBLE,agriculture,national_with_regions,0,15,15,2010,2024,166.0,3,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
457,Per-capita meat production (kg),agriculture,POSSIBLE,agriculture,national_single,0,1,16,2010,2025,6.0,0,Republic of Uzbekistan
482,Poultry for slaughter (live weight),agriculture,POSSIBLE,agriculture,national_with_regions,0,15,15,2010,2024,4.7,2,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
490,Total milk produced,agriculture,POSSIBLE,agriculture,national_with_regions,0,15,15,2010,2024,735.7,4,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
494,Total eggs collected,agriculture,POSSIBLE,agriculture,national_with_regions,0,15,15,2010,2024,379.7,3,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
1453,Total livestock production (annual),agriculture,POSSIBLE,agriculture,national_with_regions,0,15,15,2010,2024,4773.5,5,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
1455,Crop production growth rate,agriculture,POSSIBLE,agriculture,national_with_regions,0,15,15,2010,2024,104.5,2,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
1456,Livestock production growth rate,agriculture,POSSIBLE,agriculture,national_with_regions,0,15,15,2010,2024,105.2,2,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
1458,Wheat production,agriculture,POSSIBLE,agriculture,national_with_regions,0,15,15,2010,2024,496.8,3,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
1459,Farm enterprise ag growth rate,agriculture,POSSIBLE,agriculture,national_with_regions,0,15,15,2010,2024,103.3,2,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
1460,Household plot ag growth rate,agriculture,POSSIBLE,agriculture,national_with_regions,0,15,15,2010,2024,104.1,2,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
1461,Ag organisation production growth rate,agriculture,POSSIBLE,agriculture,national_with_regions,0,15,15,2010,2024,108.1,2,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
1463,Farm enterprise crop growth rate,agriculture,POSSIBLE,agriculture,national_with_regions,0,15,15,2010,2024,102.9,2,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
1464,Household plot crop growth rate,agriculture,POSSIBLE,agriculture,national_with_regions,0,15,15,2010,2024,103.0,2,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
1465,Ag organisation crop growth rate,agriculture,POSSIBLE,agriculture,national_with_regions,0,15,15,2010,2024,109.0,2,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
1469,Farm enterprise livestock growth rate,agriculture,POSSIBLE,agriculture,national_with_regions,0,15,15,2010,2024,108.6,2,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
1470,Household plot livestock growth rate,agriculture,POSSIBLE,agriculture,national_with_regions,0,15,15,2010,2024,104.8,2,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
1474,Ag organisation livestock growth rate,agriculture,POSSIBLE,agriculture,national_with_regions,0,220,15,2010,2024,0.0,2,Republic of Uzbekistan | Republic of Karakalpakstan | Nukus city | Amudarya district | Beruniy  district
1476,Ag/forestry/fishery output growth rate,agriculture,POSSIBLE,agriculture,national_with_regions,0,15,15,2010,2024,104.2,2,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
1479,Farm enterprise share of total ag,agriculture,POSSIBLE,agriculture,national_with_regions,0,15,15,2010,2024,29.2,1,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
1481,Ag/forestry/fishery total volume,agriculture,POSSIBLE,agriculture,national_with_regions,0,220,15,2010,2024,0.0,5,Republic of Uzbekistan | Republic of Karakalpakstan | Nukus city | Amudarya district | Beruniy  district
1482,Household plot share of total ag,agriculture,POSSIBLE,agriculture,national_with_regions,0,15,15,2010,2024,66.5,1,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
1484,Ag organisation share of total ag,agriculture,POSSIBLE,agriculture,national_with_regions,0,15,15,2010,2024,2.7,1,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
1485,Farm enterprise share of crop production,agriculture,POSSIBLE,agriculture,national_with_regions,0,15,15,2010,2024,53.6,1,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
1486,Household plot share of crop production,agriculture,POSSIBLE,agriculture,national_with_regions,0,15,15,2010,2024,40.6,1,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
1488,Ag organisation share of crop production,agriculture,POSSIBLE,agriculture,national_with_regions,0,15,15,2010,2024,2.4,1,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
1490,Farm enterprise share of livestock,agriculture,POSSIBLE,agriculture,national_with_regions,0,15,15,2010,2024,4.2,1,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
1491,Ag organisation share of livestock,agriculture,POSSIBLE,agriculture,national_with_regions,0,15,15,2010,2024,2.3,1,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
1492,Household plot share of livestock,agriculture,POSSIBLE,agriculture,national_with_regions,0,15,15,2010,2024,92.7,2,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
2943,Ag/forestry/fishery output (quarterly),agriculture,POSSIBLE,agriculture,national_with_regions,0,15,14,2022-Q4,2025-Q4,16829.15,5,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
2944,Ag/forestry/fishery growth (quarterly),agriculture,POSSIBLE,agriculture,national_with_regions,0,15,14,2022-Q4,2026-Q1,104.0,2,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
2945,Total ag production (quarterly),agriculture,POSSIBLE,agriculture,national_with_regions,0,15,14,2022-Q4,2026-Q1,16216.55,5,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
2946,Total ag production growth (quarterly),agriculture,POSSIBLE,agriculture,national_with_regions,0,15,14,2022-Q4,2026-Q1,104.0,2,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
2947,Farm enterprise ag (quarterly),agriculture,POSSIBLE,agriculture,national_with_regions,0,15,14,2022-Q4,2026-Q1,3268.0,5,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
2948,Household plot ag (quarterly),agriculture,POSSIBLE,agriculture,national_with_regions,0,15,14,2022-Q4,2026-Q1,11685.6,5,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
2949,Ag organisation ag (quarterly),agriculture,POSSIBLE,agriculture,national_with_regions,0,15,14,2022-Q4,2026-Q1,845.25,4,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
2950,Farm enterprise share (quarterly),agriculture,POSSIBLE,agriculture,national_with_regions,0,15,14,2022-Q4,2026-Q1,20.6,1,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
2951,Household plot share (quarterly),agriculture,POSSIBLE,agriculture,national_with_regions,0,15,14,2022-Q4,2026-Q1,71.2,1,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
2952,Ag organisation share (quarterly),agriculture,POSSIBLE,agriculture,national_with_regions,0,15,14,2022-Q4,2026-Q1,4.9,1,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
274,SME share of total employment,business,POSSIBLE,INDUSTRIAL CONNECTIONS PROXY,national_with_regions,0,15,15,2010,2024,78.2,1,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
276,SME share of total imports,business,POSSIBLE,INDUSTRIAL CONNECTIONS PROXY,national_with_regions,0,15,17,2010,2026-Q1,54.0,2,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
357,SME share of construction,business,POSSIBLE,INDUSTRIAL CONNECTIONS PROXY,national_with_regions,0,15,17,2010,2026-Q1,82.7,2,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
374,SME share of industrial production,business,POSSIBLE,INDUSTRIAL CONNECTIONS PROXY,national_with_regions,0,15,17,2010,2026-Q1*,36.6,1,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
402,SME share of exports,business,POSSIBLE,INDUSTRIAL CONNECTIONS PROXY,national_with_regions,0,15,17,2010,2026-Q1,37.3,1,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
425,SME employees count,business,POSSIBLE,INDUSTRIAL CONNECTIONS PROXY,national_with_regions,0,15,15,2010,2024,720.6,4,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
430,SME imports volume,business,POSSIBLE,INDUSTRIAL CONNECTIONS PROXY,national_with_regions,0,15,17,2010,2026-Q1,266.4,4,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
433,SME passenger transport volume,business,POSSIBLE,INDUSTRIAL CONNECTIONS PROXY,national_with_regions,0,15,17,2010,2026-Q1,296.5,3,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
435,SME construction work volume,business,POSSIBLE,INDUSTRIAL CONNECTIONS PROXY,national_with_regions,0,15,17,2010,2026-Q1,2492.2,5,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
454,SME retail trade turnover,business,POSSIBLE,INDUSTRIAL CONNECTIONS PROXY,national_with_regions,0,15,17,2010,2026-Q1,6899.7,5,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
456,SME industrial production,business,POSSIBLE,INDUSTRIAL CONNECTIONS PROXY,national_with_regions,0,15,17,2010,2026-Q1*,3677.2,5,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
461,SME ag/forestry/fishery production,business,POSSIBLE,INDUSTRIAL CONNECTIONS PROXY,national_with_regions,0,15,17,2010,2026-Q1,10217.5,5,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
466,SME services volume,business,POSSIBLE,INDUSTRIAL CONNECTIONS PROXY,national_with_regions,0,15,17,2010,2026-Q1,4993.2,5,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
469,SME exports volume,business,POSSIBLE,INDUSTRIAL CONNECTIONS PROXY,national_with_regions,0,15,17,2010,2026-Q1,134.8,4,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
476,SME cargo turnover,business,POSSIBLE,INDUSTRIAL CONNECTIONS PROXY,national_with_regions,0,15,17,2010,2026-Q1,774.8,4,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
491,SME cargo volume,business,POSSIBLE,INDUSTRIAL CONNECTIONS PROXY,national_with_regions,0,15,17,2010,2026-Q1,34.5,2,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
2693,SME passenger turnover,business,POSSIBLE,INDUSTRIAL CONNECTIONS PROXY,national_with_regions,0,15,17,2010,2026-Q1,7558.6,5,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
3253,ICT sector enterprises by activity,business,POSSIBLE,INDUSTRIAL CONNECTIONS PROXY,international,0,27,11,2016,2026,212.0,4,"Book publishing | Web portals | The post-production stage of the production of film-video films and television programs | Distribution of films, videos and television programs | Activities for the publication of phonograms and music recordings"
3377,Terminated SMEs by activity,business,POSSIBLE,INDUSTRIAL CONNECTIONS PROXY,international,0,21,13,2013,2025,407.0,4,"Agriculture, forestry and fisheries | Mining and quarrying | Manufacturing industry | Electricity, gas, steam and air conditioning | Water supply; sewerage, waste collection and disposal"
565,Construction output growth (monthly),construction,POSSIBLE,CONSTRUCTION DRIVER (load growth proxy),national_single,0,1,16,2010,2025,80.5,2,Republic of Uzbekistan
2406,Construction growth rate (monthly),construction,POSSIBLE,CONSTRUCTION DRIVER (load growth proxy),national_with_regions,1,15,64,2021-M01,2026-M04,108.6,2,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
223,"Births, total",demography,POSSIBLE,POPULATION DRIVER,national_with_regions,0,221,16,2010,2025,3736.0,6,Republic of Uzbekistan | Republic of Karakalpakstan | Nukus city | Amudarya district | Beruniy  district
226,"Deaths, total",demography,POSSIBLE,POPULATION DRIVER,national_with_regions,0,222,16,2010,2025,760.5,5,Republic of Uzbekistan | Republic of Karakalpakstan | Nukus city | Taxiatosh city | Amudarya district
244,"Permanent population, female (thsd)",demography,POSSIBLE,POPULATION DRIVER,national_with_regions,0,221,13,2014,2026,83.6,4,Republic of Uzbekistan | Republic of Karakalpakstan | Nukus city | Amudarya district | Beruniy  district
245,"Permanent population, male (thsd)",demography,POSSIBLE,POPULATION DRIVER,national_with_regions,0,221,17,2010,2026,81.2,4,Republic of Uzbekistan | Republic of Karakalpakstan | Nukus city | Amudarya district | Beruniy  district
280,Rural settlements count,demography,POSSIBLE,POPULATION DRIVER,national_with_regions,0,221,16,2010,2025,45.0,4,Republic of Uzbekistan | Republic of Karakalpakstan | Nukus city | Amudarya district | Beruniy  district
287,Towns count,demography,POSSIBLE,POPULATION DRIVER,national_with_regions,0,221,16,2010,2025,4.0,3,Republic of Uzbekistan | Republic of Karakalpakstan | Nukus city | Amudarya district | Beruniy  district
307,Districts count,demography,POSSIBLE,POPULATION DRIVER,national_with_regions,0,221,16,2010,2025,1.0,2,Republic of Uzbekistan | Republic of Karakalpakstan | Nukus city | Amudarya district | Beruniy  district
561,Population 0-2 yr (thsd),demography,POSSIBLE,POPULATION DRIVER,national_with_regions,0,222,13,2013,2025,10917.5,6,Republic of Uzbekistan | Republic of Karakalpakstan | Nukus city | Taxiatosh city | Amudarya district
589,Population 6-7 yr (thsd),demography,POSSIBLE,POPULATION DRIVER,national_with_regions,0,222,13,2013,2025,6308.0,6,Republic of Uzbekistan | Republic of Karakalpakstan | Nukus city | Taxiatosh city | Amudarya district
600,Population 8-15 yr (thsd),demography,POSSIBLE,POPULATION DRIVER,national_with_regions,0,222,13,2013,2025,22790.0,6,Republic of Uzbekistan | Republic of Karakalpakstan | Nukus city | Taxiatosh city | Amudarya district
607,Population 16-17 yr (thsd),demography,POSSIBLE,POPULATION DRIVER,national_with_regions,0,222,13,2013,2025,5370.0,6,Republic of Uzbekistan | Republic of Karakalpakstan | Nukus city | Taxiatosh city | Amudarya district
617,Population 18-19 yr (thsd),demography,POSSIBLE,POPULATION DRIVER,national_with_regions,0,222,13,2013,2025,5344.0,6,Republic of Uzbekistan | Republic of Karakalpakstan | Nukus city | Taxiatosh city | Amudarya district
626,Population 20-24 yr (thsd),demography,POSSIBLE,POPULATION DRIVER,national_with_regions,0,222,13,2013,2025,14145.0,6,Republic of Uzbekistan | Republic of Karakalpakstan | Nukus city | Taxiatosh city | Amudarya district
632,Population 25-29 yr (thsd),demography,POSSIBLE,POPULATION DRIVER,national_with_regions,0,222,13,2013,2025,15207.0,6,Republic of Uzbekistan | Republic of Karakalpakstan | Nukus city | Taxiatosh city | Amudarya district
638,Population 30-34 yr (thsd),demography,POSSIBLE,POPULATION DRIVER,national_with_regions,0,222,13,2013,2025,14048.0,6,Republic of Uzbekistan | Republic of Karakalpakstan | Nukus city | Taxiatosh city | Amudarya district
643,Population 35-39 yr (thsd),demography,POSSIBLE,POPULATION DRIVER,national_with_regions,0,222,13,2013,2025,11820.5,6,Republic of Uzbekistan | Republic of Karakalpakstan | Nukus city | Taxiatosh city | Amudarya district
647,Population 40-49 yr (thsd),demography,POSSIBLE,POPULATION DRIVER,national_with_regions,0,222,13,2013,2025,19076.0,6,Republic of Uzbekistan | Republic of Karakalpakstan | Nukus city | Taxiatosh city | Amudarya district
650,Population 50-59 yr (thsd),demography,POSSIBLE,POPULATION DRIVER,national_with_regions,0,222,13,2013,2025,14689.5,6,Republic of Uzbekistan | Republic of Karakalpakstan | Nukus city | Taxiatosh city | Amudarya district
1190,Population 60-64 yr (thsd),demography,POSSIBLE,POPULATION DRIVER,national_with_regions,0,222,13,2013,2025,4844.0,6,Republic of Uzbekistan | Republic of Karakalpakstan | Nukus city | Taxiatosh city | Amudarya district
1191,Population 65+ yr (thsd),demography,POSSIBLE,POPULATION DRIVER,national_with_regions,0,222,13,2013,2025,7027.0,6,Republic of Uzbekistan | Republic of Karakalpakstan | Nukus city | Taxiatosh city | Amudarya district
516,Gasoline production (thsd tonnes),energy,POSSIBLE,TARGET or PRIMARY ENERGY DRIVER (model spine),national_single,0,1,15,2010,2024,1147.0,3,Republic of Uzbekistan
2676,Diesel production (thsd tonnes),energy,POSSIBLE,TARGET or PRIMARY ENERGY DRIVER (model spine),national_single,0,1,15,2010,2024,1030.5,3,Republic of Uzbekistan
2677,Aviation kerosene production (thsd tonnes),energy,POSSIBLE,TARGET or PRIMARY ENERGY DRIVER (model spine),national_single,0,1,15,2010,2024,184.9,2,Republic of Uzbekistan
2678,Aviation gasoline production (thsd tonnes),energy,POSSIBLE,TARGET or PRIMARY ENERGY DRIVER (model spine),national_single,0,1,15,2010,2024,0.8,0,Republic of Uzbekistan
2679,Fuel oil (mazut) production (thsd tonnes),energy,POSSIBLE,TARGET or PRIMARY ENERGY DRIVER (model spine),national_single,0,1,15,2010,2024,164.1,2,Republic of Uzbekistan
2688,Per-capita primary fuel-energy production,energy,POSSIBLE,TARGET or PRIMARY ENERGY DRIVER (model spine),national_single,0,1,15,2010,2024,1.57,0,Republic of Uzbekistan
2689,Per-capita oil + condensate production,energy,POSSIBLE,TARGET or PRIMARY ENERGY DRIVER (model spine),national_single,0,1,15,2010,2024,0.09,-1,Republic of Uzbekistan
2690,Per-capita natural gas production,energy,POSSIBLE,TARGET or PRIMARY ENERGY DRIVER (model spine),national_single,0,1,15,2010,2024,1.43,0,Republic of Uzbekistan
2691,Per-capita coal production,energy,POSSIBLE,TARGET or PRIMARY ENERGY DRIVER (model spine),national_single,0,1,15,2010,2024,0.04,-2,Republic of Uzbekistan
2692,Per-capita hydroelectric production,energy,POSSIBLE,TARGET or PRIMARY ENERGY DRIVER (model spine),national_single,0,1,15,2010,2024,0.02,-2,Republic of Uzbekistan
1242,Apartments with sewage (share),environment,POSSIBLE,HOUSING / AC PENETRATION PROXY,national_with_regions,0,221,15,2010,2024,12.0,2,Republic of Uzbekistan | Republic of Karakalpakstan | Nukus city | Amudarya district | Beruniy  district
1247,1-room apartments,environment,POSSIBLE,HOUSING / AC PENETRATION PROXY,national_with_regions,0,222,15,2010,2024,1267.5,5,Republic of Uzbekistan | Republic of Karakalpakstan | Nukus city | Taxiatosh city | Amudarya district
1248,2-room apartments,environment,POSSIBLE,HOUSING / AC PENETRATION PROXY,national_with_regions,0,222,15,2010,2024,5390.5,6,Republic of Uzbekistan | Republic of Karakalpakstan | Nukus city | Taxiatosh city | Amudarya district
1249,3-room apartments,environment,POSSIBLE,HOUSING / AC PENETRATION PROXY,national_with_regions,0,222,15,2010,2024,9321.0,6,Republic of Uzbekistan | Republic of Karakalpakstan | Nukus city | Taxiatosh city | Amudarya district
1250,4-room apartments,environment,POSSIBLE,HOUSING / AC PENETRATION PROXY,national_with_regions,0,222,15,2010,2024,7672.5,6,Republic of Uzbekistan | Republic of Karakalpakstan | Nukus city | Taxiatosh city | Amudarya district
1251,5-room apartments,environment,POSSIBLE,HOUSING / AC PENETRATION PROXY,national_with_regions,0,221,6,2019,2024,3005.0,5,Republic of Uzbekistan | Republic of Karakalpakstan | Nukus city | Amudarya district | Beruniy  district
1252,6+-room apartments,environment,POSSIBLE,HOUSING / AC PENETRATION PROXY,national_with_regions,0,221,6,2019,2024,1984.5,5,Republic of Uzbekistan | Republic of Karakalpakstan | Nukus city | Amudarya district | Beruniy  district
1253,Housing distribution by ownership type,environment,POSSIBLE,HOUSING / AC PENETRATION PROXY,national_with_regions,0,15,11,2014,2024,42501.5,5,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
1254,Public ownership housing distribution,environment,POSSIBLE,HOUSING / AC PENETRATION PROXY,national_with_regions,0,15,11,2014,2024,196.6,3,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
1255,Private ownership housing distribution,environment,POSSIBLE,HOUSING / AC PENETRATION PROXY,national_with_regions,0,15,11,2014,2024,42309.2,5,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
1256,Brick wall materials housing share,environment,POSSIBLE,HOUSING / AC PENETRATION PROXY,national_with_regions,0,15,15,2010,2024,8829.5,5,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
1257,Raw brick wall materials housing share,environment,POSSIBLE,HOUSING / AC PENETRATION PROXY,national_with_regions,0,15,15,2010,2024,11871.4,5,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
1258,Panel/concrete wall housing share,environment,POSSIBLE,HOUSING / AC PENETRATION PROXY,national_with_regions,0,15,15,2010,2024,1841.4,4,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
1259,Other wall materials housing share,environment,POSSIBLE,HOUSING / AC PENETRATION PROXY,national_with_regions,0,15,15,2010,2024,1813.4,4,Republic of Uzbekistan | Republic of Karakalpakstan | Andijan region | Bukhara region | Jizzakh region
2629,Multi-apartment building apartments count,environment,POSSIBLE,HOUSING / AC PENETRATION PROXY,national_with_regions,0,221,15,2010,2024,1559.0,6,Republic of Uzbekistan | Republic of Karakalpakstan | Nukus city | Amudarya district | Beruniy  district
2630,Single-family houses count,environment,POSSIBLE,HOUSING / AC PENETRATION PROXY,national_with_regions,0,221,15,2010,2024,24661.0,6,Republic of Uzbekistan | Republic of Karakalpakstan | Nukus city | Amudarya district | Beruniy  district
2631,Drinking water provision for apartments,environment,POSSIBLE,HOUSING / AC PENETRATION PROXY,national_with_regions,0,221,15,2010,2024,77.1,2,Republic of Uzbekistan | Republic of Karakalpakstan | Nukus city | Amudarya district | Beruniy  district
3098,Households with wired broadband internet,environment,POSSIBLE,HOUSING / AC PENETRATION PROXY,national_single,0,1,8,2017,2024,2.3499999999999996,0,Republic of Uzbekistan
3099,Households with wireless broadband internet,environment,POSSIBLE,HOUSING / AC PENETRATION PROXY,national_single,0,1,8,2017,2024,9.15,1,Republic of Uzbekistan
3100,Households with satellite broadband,environment,POSSIBLE,HOUSING / AC PENETRATION PROXY,national_single,0,1,8,2017,2024,4.25,0,Republic of Uzbekistan
3101,Households with mobile broadband (portable),environment,POSSIBLE,HOUSING / AC PENETRATION PROXY,national_single,0,1,8,2017,2024,74.3,1,Republic of Uzbekistan
3102,Households with mobile broadband (SIM/USB),environment,POSSIBLE,HOUSING / AC PENETRATION PROXY,national_single,0,1,8,2017,2024,5.7,1,Republic of Uzbekistan
3103,Households with wired narrowband internet,environment,POSSIBLE,HOUSING / AC PENETRATION PROXY,national_single,0,1,8,2017,2024,1.05,0,Republic of Uzbekistan
1105,Export volume by country (annual),foreign_trade,POSSIBLE,EXTERNAL DEMAND DRIVER (gas/oil exports = energy),international,0,228,15,2010,2024,10.5,7,Cuba | Côte d’Ivoire | Papua New Guinea | Tuvalu | Chad
1141,Goods export FOB prices (monthly),foreign_trade,POSSIBLE,EXTERNAL DEMAND DRIVER (gas/oil exports = energy),national_single,1,1,59,2021-M01,2025-M11,9376.8,4,Republic of Uzbekistan
